Date,Adj_Close
2024-08-30,1.3489099740982056
2024-09-02,1.3488999605178833
2024-09-03,1.3497300148010254
2024-09-04,1.3543399572372437
2024-09-05,1.3508100509643555
2024-09-06,1.3500100374221802
2024-09-09,1.3562099933624268
2024-09-10,1.3564000129699707
2024-09-11,1.3609600067138672
2024-09-12,1.3578399419784546
2024-09-13,1.3575799465179443
2024-09-16,1.3577699661254883
2024-09-17,1.3586299419403076
2024-09-18,1.3592100143432617
2024-09-19,1.3610700368881226
2024-09-20,1.3562699556350708
2024-09-23,1.3564200401306152
2024-09-24,1.3529499769210815
2024-09-25,1.3421000242233276
2024-09-26,1.3482199907302856
2024-09-27,1.3475699424743652
2024-09-30,1.3508800268173218
2024-10-01,1.352720022201538
2024-10-02,1.3494600057601929
2024-10-03,1.3504899740219116
2024-10-04,1.3548200130462646
2024-10-07,1.3579200506210327
2024-10-08,1.361799955368042
2024-10-09,1.3652000427246094
2024-10-10,1.3709299564361572
2024-10-11,1.3745700120925903
2024-10-14,1.378119945526123
2024-10-15,1.3802900314331055
2024-10-16,1.3781100511550903
2024-10-17,1.375499963760376
2024-10-18,1.3795700073242188
2024-10-21,1.3799599409103394
2024-10-22,1.3833500146865845
2024-10-23,1.3816200494766235
2024-10-24,1.3836699724197388
2024-10-25,1.3853299617767334
2024-10-28,1.3895599842071533
2024-10-29,1.3889800310134888
2024-10-30,1.3912800550460815
2024-10-31,1.3907999992370605
2024-11-01,1.3935199975967407
2024-11-04,1.3918800354003906
2024-11-05,1.3900699615478516
2024-11-06,1.3832999467849731
2024-11-07,1.394819974899292
2024-11-08,1.3867299556732178
2024-11-11,1.390779972076416
2024-11-12,1.3921500444412231
2024-11-13,1.3945499658584595
2024-11-14,1.3992700576782227
2024-11-15,1.406149983406067
2024-11-18,1.4085899591445923
2024-11-19,1.4022400379180908
2024-11-20,1.3954999446868896
2024-11-21,1.3968000411987305
2024-11-22,1.3980000019073486
2024-11-25,1.393280029296875
2024-11-26,1.4098399877548218
2024-11-27,1.405310034751892
2024-11-28,1.4026299715042114
2024-11-29,1.4007200002670288
2024-12-02,1.4012600183486938
2024-12-03,1.4042999744415283
2024-12-04,1.4065899848937988
2024-12-05,1.4073100090026855
2024-12-06,1.40215003490448
2024-12-09,1.4147800207138062
2024-12-10,1.417199969291687
2024-12-11,1.4174400568008423
2024-12-12,1.4148900508880615
2024-12-13,1.421720027923584
2024-12-16,1.4225900173187256
2024-12-17,1.4234700202941895
2024-12-18,1.4309699535369873
2024-12-19,1.4460999965667725
2024-12-20,1.440310001373291
2024-12-23,1.4361300468444824
2024-12-24,1.4374200105667114
2024-12-25,1.4362000226974487
2024-12-26,1.4353599548339844
2024-12-27,1.4410400390625
2024-12-30,1.4403400421142578
2024-12-31,1.434980034828186
2025-01-02,1.437459945678711
2025-01-03,1.4402999877929688
2025-01-06,1.444000005722046
2025-01-07,1.433859944343567
2025-01-08,1.4364099502563477
2025-01-09,1.4377000331878662
2025-01-10,1.4401600360870361
2025-01-13,1.4414900541305542
2025-01-14,1.4362800121307373
2025-01-15,1.4351500272750854
2025-01-16,1.4326200485229492
2025-01-17,1.439579963684082
2025-01-20,1.4474300146102905
2025-01-21,1.4302599430084229
2025-01-22,1.4342700242996216
2025-01-23,1.4393600225448608
2025-01-24,1.4378399848937988
2025-01-27,1.4385099411010742
2025-01-28,1.4400999546051025
2025-01-29,1.4399900436401367
2025-01-30,1.4399000406265259
2025-01-31,1.4493000507354736
2025-02-03,1.4716999530792236
2025-02-04,1.4417999982833862
2025-02-05,1.43340003490448
2025-02-06,1.4315299987792969
2025-02-07,1.430609941482544
2025-02-10,1.4331799745559692
2025-02-11,1.4336600303649902
2025-02-12,1.4285099506378174
2025-02-13,1.4300700426101685
2025-02-14,1.4192099571228027
2025-02-17,1.4184000492095947
2025-02-18,1.4184999465942383
2025-02-19,1.4189200401306152
2025-02-20,1.4240399599075317
2025-02-21,1.4176000356674194
2025-02-24,1.4211599826812744
2025-02-25,1.4276000261306763
2025-02-26,1.4300700426101685
2025-02-27,1.4335999488830566
2025-02-28,1.444350004196167
2025-03-03,1.444100022315979
2025-03-04,1.4490000009536743
2025-03-05,1.439710021018982
2025-03-06,1.433859944343567
2025-03-07,1.429110050201416
2025-03-10,1.437019944190979
2025-03-11,1.4428900480270386
2025-03-12,1.4432400465011597
2025-03-13,1.436169981956482
2025-03-14,1.442579984664917
2025-03-17,1.4369200468063354
2025-03-18,1.4295099973678589
2025-03-19,1.4299499988555908
2025-03-20,1.4319000244140625
2025-03-21,1.4322700500488281
2025-03-24,1.43326997756958
2025-03-25,1.4316099882125854
2025-03-26,1.427299976348877
2025-03-27,1.4294999837875366
2025-03-28,1.4307500123977661
2025-03-31,1.4309099912643433
2025-04-01,1.4390699863433838
2025-04-02,1.4292099475860596
2025-04-03,1.4216500520706177
2025-04-04,1.4081000089645386
2025-04-07,1.4241100549697876
2025-04-08,1.4237799644470215
2025-04-09,1.4253000020980835
2025-04-10,1.4101300239562988
2025-04-11,1.3950999975204468
2025-04-14,1.3873900175094604
2025-04-15,1.3899999856948853
2025-04-16,1.3956999778747559
2025-04-17,1.3859699964523315
2025-04-22,1.383430004119873
2025-04-23,1.3847099542617798
2025-04-24,1.387410044670105
2025-04-25,1.3858000040054321
2025-04-28,1.3870799541473389
2025-04-29,1.3830100297927856
2025-04-30,1.382680058479309
2025-05-01,1.3789600133895874
2025-05-02,1.3846499919891357
2025-05-05,1.3822300434112549
2025-05-06,1.3821899890899658
2025-05-07,1.3769400119781494
2025-05-08,1.3834199905395508
2025-05-09,1.392449975013733
2025-05-12,1.3924000263214111
2025-05-13,1.397420048713684
2025-05-14,1.3932000398635864
2025-05-15,1.3978999853134155
2025-05-16,1.3954700231552124
2025-05-19,1.395259976387024
2025-05-20,1.3956899642944336
2025-05-21,1.3909300565719604
2025-05-22,1.386080026626587
2025-05-23,1.3858000040054321
2025-05-26,1.3737200498580933
2025-05-27,1.373579978942871
2025-05-28,1.38100004196167
2025-05-29,1.3851100206375122
2025-05-30,1.3805700540542603
2025-06-02,1.3726199865341187
2025-06-03,1.3710700273513794
2025-06-04,1.371500015258789
2025-06-05,1.3679100275039673
2025-06-06,1.36667001247406
2025-06-09,1.3690600395202637
2025-06-10,1.3698899745941162
2025-06-11,1.3668299913406372
2025-06-12,1.366569995880127
2025-06-13,1.3596500158309937
2025-06-16,1.3583999872207642
2025-06-17,1.357450008392334
2025-06-18,1.3683600425720215
2025-06-19,1.3696000576019287
2025-06-20,1.3695499897003174
2025-06-23,1.3739299774169922
2025-06-24,1.3728599548339844
2025-06-25,1.3726600408554077
2025-06-26,1.3711999654769897
2025-06-27,1.3643100261688232
2025-06-30,1.3681399822235107
2025-07-01,1.3605400323867798
2025-07-02,1.3644299507141113
2025-07-03,1.3587100505828857
2025-07-04,1.357300043106079
2025-07-07,1.3603299856185913
2025-07-08,1.366529941558838
2025-07-09,1.3668400049209595
2025-07-10,1.368399977684021
2025-07-11,1.365630030632019
2025-07-14,1.368399977684021
2025-07-15,1.3704700469970703
2025-07-16,1.3716399669647217
2025-07-17,1.3689299821853638
2025-07-18,1.3735899925231934
2025-07-21,1.3724000453948975
2025-07-22,1.3675800561904907
2025-07-23,1.3604300022125244
2025-07-24,1.3601499795913696
2025-07-25,1.3640600442886353
2025-07-28,1.37021005153656
2025-07-29,1.3734300136566162
2025-07-30,1.3773900270462036
2025-07-31,1.3825199604034424
2025-08-01,1.385699987411499
2025-08-04,1.3778300285339355
2025-08-05,1.3767999410629272
2025-08-06,1.3770699501037598
2025-08-07,1.37391996383667
2025-08-08,1.3732500076293945
2025-08-11,1.3752700090408325
2025-08-12,1.377369999885559
2025-08-13,1.376960039138794
2025-08-14,1.3752100467681885
2025-08-15,1.381309986114502
2025-08-18,1.381500005722046
2025-08-19,1.380210041999817
2025-08-20,1.3866000175476074
2025-08-21,1.387279987335205
2025-08-22,1.3900400400161743
2025-08-25,1.3828799724578857
2025-08-26,1.3859299421310425
2025-08-27,1.3833400011062622
2025-08-28,1.3781399726867676
2025-08-29,1.3749799728393555
2025-09-01,1.3738399744033813
2025-09-02,1.3747400045394897
2025-09-03,1.3784500360488892
2025-09-04,1.3793100118637085
2025-09-05,1.381500005722046
2025-09-08,1.3833999633789062
2025-09-09,1.3795000314712524
2025-09-10,1.384660005569458
2025-09-11,1.3860499858856201
2025-09-12,1.383370041847229
2025-09-15,1.3839000463485718
2025-09-16,1.3774000406265259
2025-09-17,1.3738800287246704
2025-09-18,1.3769899606704712
2025-09-19,1.3791799545288086
2025-09-22,1.3782000541687012
2025-09-23,1.3824900388717651
2025-09-24,1.3839099407196045
2025-09-25,1.3896000385284424
2025-09-26,1.3940999507904053
2025-09-29,1.39382004737854
2025-09-30,1.3916200399398804
2025-10-01,1.3923499584197998
2025-10-02,1.3939499855041504
2025-10-03,1.396090030670166
2025-10-06,1.3964999914169312
2025-10-07,1.3946000337600708
2025-10-08,1.3952800035476685
2025-10-09,1.3954600095748901
2025-10-10,1.4018800258636475
2025-10-13,1.3998500108718872
2025-10-14,1.4039000272750854
2025-10-15,1.4045000076293945
2025-10-16,1.4046000242233276
2025-10-17,1.4046000242233276
2025-10-20,1.4015899896621704
2025-10-21,1.4033000469207764
2025-10-22,1.4019900560379028
2025-10-23,1.3988800048828125
2025-10-24,1.3986599445343018
2025-10-27,1.399340033531189
2025-10-28,1.3991400003433228
2025-10-29,1.3938900232315063
2025-10-30,1.394129991531372
2025-10-31,1.398110032081604
2025-11-03,1.4015400409698486
2025-11-04,1.4055399894714355
2025-11-05,1.4100899696350098
2025-11-06,1.410230040550232
2025-11-07,1.411180019378662
2025-11-10,1.404379963874817
2025-11-11,1.4025499820709229
2025-11-12,1.4015799760818481
2025-11-13,1.4009300470352173
2025-11-14,1.4035500288009644
2025-11-17,1.4018199443817139
2025-11-18,1.4050500392913818
2025-11-19,1.3985099792480469
2025-11-20,1.4042500257492065
2025-11-21,1.409119963645935
2025-11-24,1.4094599485397339
2025-11-25,1.4108999967575073
2025-11-26,1.4102200269699097
2025-11-27,1.4039499759674072
2025-11-28,1.4026000499725342
2025-12-01,1.396939992904663
2025-12-02,1.399999976158142
2025-12-03,1.3969600200653076
2025-12-04,1.3953100442886353
2025-12-05,1.3959699869155884
2025-12-08,1.3834600448608398
2025-12-09,1.3848999738693237
2025-12-10,1.3845499753952026
2025-12-11,1.3789399862289429
2025-12-12,1.3775700330734253
2025-12-15,1.3767800331115723
2025-12-16,1.3769199848175049
2025-12-17,1.3756099939346313
2025-12-18,1.3783799409866333
2025-12-19,1.3776999711990356
2025-12-22,1.3790299892425537
2025-12-23,1.3748699426651
2025-12-24,1.3685499429702759
2025-12-26,1.3672000169754028
2025-12-29,1.3668299913406372
2025-12-30,1.3687200546264648
2025-12-31,1.3694700002670288
2026-01-02,1.3716000318527222
2026-01-05,1.3746700286865234
2026-01-06,1.3772499561309814
2026-01-07,1.3815499544143677
2026-01-08,1.3857899904251099
2026-01-09,1.3864099979400635
2026-01-12,1.3913899660110474
2026-01-13,1.3875700235366821
2026-01-14,1.3886499404907227
2026-01-15,1.3884600400924683
2026-01-16,1.3888399600982666
2026-01-19,1.3899400234222412
2026-01-20,1.3874000310897827
2026-01-21,1.3832999467849731
2026-01-22,1.3843200206756592
2026-01-23,1.3784099817276
2026-01-26,1.3701900243759155
2026-01-27,1.3711999654769897
2026-01-28,1.3591500520706177
2026-01-29,1.353790044784546
2026-01-30,1.3492000102996826
2026-02-02,1.3635799884796143
2026-02-03,1.3673700094223022
2026-02-04,1.3639400005340576
2026-02-05,1.366919994354248
2026-02-06,1.3712199926376343
2026-02-09,1.3658900260925293
2026-02-10,1.356220006942749
2026-02-11,1.3552000522613525
2026-02-12,1.3575400114059448
2026-02-13,1.3610700368881226
2026-02-16,1.3617899417877197
2026-02-17,1.3636200428009033
2026-02-18,1.3637700080871582
2026-02-19,1.3696099519729614
2026-02-20,1.3686800003051758
2026-02-23,1.3648500442504883
2026-02-24,1.369379997253418
2026-02-25,1.3700300455093384
2026-02-26,1.3675800561904907
2026-02-27,1.3675800561904907
2026-03-02,1.3668400049209595
2026-03-03,1.3671000003814697
2026-03-04,1.3674099445343018
2026-03-05,1.364400029182434
2026-03-06,1.3669899702072144
2026-03-09,1.3602099418640137
2026-03-10,1.358739972114563
2026-03-11,1.3582899570465088
2026-03-12,1.3601700067520142
2026-03-13,1.36326003074646
2026-03-16,1.3711700439453125
2026-03-17,1.368399977684021
2026-03-18,1.3689500093460083
2026-03-19,1.372939944267273
2026-03-20,1.373579978942871
2026-03-23,1.3709800243377686
2026-03-24,1.3730700016021729
2026-03-25,1.3757200241088867
2026-03-26,1.3814200162887573
2026-03-27,1.3851900100708008
2026-03-30,1.3899500370025635
2026-03-31,1.3928300142288208
2026-04-01,1.3902900218963623
2026-04-02,1.3876399993896484
2026-04-03,1.391700029373169
2026-04-06,1.394569993019104
2026-04-07,1.391160011291504
2026-04-08,1.3841999769210815
2026-04-09,1.3853299617767334
